CPU_32v7 :: 
S3C2410_CLOCK :: arch/arm/plat-s3c24xx/s3c2410-clock.c=
PPC_CHRP :: chrp/=
OF_PCI :: drivers/of/of_pci.c=
SH_TITAN :: arch/sh/boards/board-titan.c=arch/sh/drivers/pci/fixups-titan.c=
SERIAL_SH_SCI :: drivers/tty/serial/sh-sci.c=drivers/tty/serial/sh-sci.h=
ELMC_II :: drivers/net/ethernet/i825xx/3c527.c=drivers/net/ethernet/i825xx/3c527.h=
BRCMUTIL :: brcmutil/=
COH901318 :: drivers/dma/coh901318.c=drivers/dma/coh901318_lli.c=drivers/dma/coh901318_lli.h=
SND_OMAP_SOC_RX51 :: sound/soc/omap/rx51.c=
MACH_MICRO9 :: arch/arm/mach-ep93xx/micro9.c=
SYSVIPC :: arch/x86/ia32/ipc32.c=ipc/util.c=ipc/util.h=ipc/msgutil.c=ipc/msg.c=ipc/sem.c=ipc/shm.c=ipc/ipcns_notifier.c=ipc/syscall.c=
STRIP_ASM_SYMS :: 
JOYSTICK_ZHENHUA :: drivers/input/joystick/zhenhua.c=
BLK_DEV_SD :: drivers/scsi/sd.c=drivers/scsi/sd.h=
INPUT_PCAP :: drivers/input/misc/pcap_keys.c=
FB_PMAG_AA :: drivers/video/pmag-aa-fb.c=
MACH_WG302V2 :: arch/arm/mach-ixp4xx/wg302v2-pci.c=arch/arm/mach-ixp4xx/wg302v2-setup.c=
GPIO_TPS65912 :: drivers/gpio/gpio-tps65912.c=
MACH_MX31MOBOARD :: arch/arm/mach-imx/mach-mx31moboard.c=arch/arm/mach-imx/mx31moboard-devboard.c=arch/arm/mach-imx/mx31moboard-marxbot.c=arch/arm/mach-imx/mx31moboard-smartbot.c=
SND_SB_COMMON :: sound/isa/sb/sb_common.c=sound/isa/sb/sb_mixer.c=
GPIO_TPS65910 :: drivers/gpio/gpio-tps65910.c=
PCI :: arch/alpha/kernel/pci.c=arch/alpha/kernel/pci_iommu.c=arch/alpha/kernel/pci-sysfs.c=arch/arm/kernel/bios32.c=arch/arm/kernel/isa.c=arch/arm/mach-cns3xxx/pcie.c=arch/arm/mach-integrator/pci_v3.c=arch/arm/mach-integrator/pci.c=arch/arm/mach-ixp4xx/common-pci.c=arch/arm/mach-ks8695/pci.c=arch/arm/mach-pxa/cm-x2xx-pci.c=arch/arm/mach-pxa/cm-x2xx-pci.h=arch/arm/mach-versatile/pci.c=pci/=arch/frv/mb93090-mb00/pci-frv.c=arch/frv/mb93090-mb00/pci-frv.h=arch/frv/mb93090-mb00/pci-irq.c=arch/frv/mb93090-mb00/pci-vdk.c=arch/frv/mb93090-mb00/pci-iomap.c=arch/frv/mb93090-mb00/pci-dma.c=arch/frv/mb93090-mb00/pci-dma-nommu.c=arch/ia64/pci/=arch/microblaze/pci/=arch/microblaze/pci/pci-common.c=arch/microblaze/pci/indirect_pci.c=arch/microblaze/pci/iomap.c=arch/mips/cobalt/pci.c=arch/mips/lib/iomap-pci.c=arch/mips/pci/=arch/mips/mti-malta/malta-pci.c=arch/mips/pmc-sierra/msp71xx/msp_pci.c=arch/mips/pnx8550/common/pci.c=arch/mips/powertv/pci/fixup-powertv.c=arch/mips/txx9/generic/pci.c=arch/mn10300/unit-asb2305/pci.c=arch/mn10300/unit-asb2305/pci-asb2305.c=arch/mn10300/unit-asb2305/pci-asb2305.h=arch/mn10300/unit-asb2305/pci-irq.c=arch/mn10300/unit-asb2305/pci-iomap.c=arch/parisc/kernel/pci.c=arch/powerpc/kernel/pci-common.c=arch/powerpc/kernel/pci_of_scan.c=arch/powerpc/kernel/rtas_pci.c=arch/powerpc/platforms/52xx/mpc52xx_pci.c=arch/powerpc/platforms/iseries/pci.c=arch/powerpc/platforms/iseries/pci.h=arch/powerpc/platforms/powernv/pci.c=arch/powerpc/platforms/powernv/pci.h=arch/powerpc/platforms/powernv/pci-p5ioc2.c=arch/powerpc/platforms/pseries/pci.c=arch/powerpc/platforms/pseries/pci_dlpar.c=arch/powerpc/platforms/wsp/wsp_pci.c=arch/powerpc/platforms/wsp/wsp_pci.h=arch/powerpc/sysdev/mv64x60_pci.c=arch/powerpc/sysdev/ppc4xx_pci.c=arch/powerpc/sysdev/ppc4xx_pci.h=pci/=arch/tile/kernel/pci.c=arch/unicore32/kernel/pci.c=arch/x86/kernel/early-quirks.c=arch/x86/pci/=arch/xtensa/kernel/pci.c=arch/xtensa/lib/pci-auto.c=drivers/edac/edac_pci.c=drivers/edac/edac_pci_sysfs.c=pci/=usb/=drivers/scsi/aic7xxx/aic7xxx_pci.c=drivers/scsi/aic7xxx/aic7xxx_pci.h=drivers/scsi/aic7xxx/aic7xxx_osm_pci.c=drivers/usb/core/hcd-pci.c=drivers/usb/host/xhci-pci.c=drivers/usb/host/pci-quirks.c=drivers/usb/host/pci-quirks.h=host/=
ARCH_CDB89712 :: arch/arm/mach-clps711x/cdb89712.c=
BATTERY_BQ27x00 :: drivers/power/bq27x00_battery.c=
6PACK :: drivers/net/hamradio/6pack.c=
FB_PMAG_BA :: drivers/video/pmag-ba-fb.c=
BRIDGE_EBT_MARK :: net/bridge/netfilter/ebt_mark_m.c=
FB_SIS :: sis/=drivers/video/sis/sis_main.c=drivers/video/sis/sis_main.h=drivers/video/sis/sis_accel.c=drivers/video/sis/sis_accel.h=drivers/video/sis/init.c=drivers/video/sis/init.h=drivers/video/sis/init301.c=drivers/video/sis/init301.h=drivers/video/sis/initextlfb.c=
MACH_PALMTE2 :: arch/arm/mach-pxa/palmte2.c=
PCI_CNB20LE_QUIRK :: arch/x86/pci/broadcom_bus.c=
SECURITY_SMACK :: security/smack/smack_lsm.c=security/smack/smack_access.c=security/smack/smackfs.c=
EXYNOS4_SETUP_FIMD0 :: arch/arm/mach-exynos/setup-fimd0.c=
SPI_EP93XX :: drivers/spi/spi-ep93xx.c=
DVB_CXD2099 :: drivers/staging/media/cxd2099/cxd2099.c=drivers/staging/media/cxd2099/cxd2099.h=cxd2099/=
MTD_IXP2000 :: drivers/mtd/maps/ixp2000.c=
BT_HCIBTUSB :: drivers/bluetooth/btusb.c=
CRYSTALHD :: crystalhd/=
FB_N411 :: drivers/video/n411.c=
CPU_ABRT_EV5T :: arch/arm/mm/abort-ev5t.S=
MTD_NAND_CS553X :: drivers/mtd/nand/cs553x_nand.c=
IR_WINBOND_CIR :: drivers/media/rc/winbond-cir.c=
TOUCHSCREEN_TSC2005 :: drivers/input/touchscreen/tsc2005.c=
TOUCHSCREEN_TSC2007 :: drivers/input/touchscreen/tsc2007.c=
MEMSTICK :: memstick/=drivers/memstick/core/memstick.c=core/=host/=
ARM_KS8695_ETHER :: drivers/net/ethernet/micrel/ks8695net.c=drivers/net/ethernet/micrel/ks8695net.h=
IP_NF_ARP_MANGLE :: net/ipv4/netfilter/arpt_mangle.c=
SENSORS_ADT7411 :: drivers/hwmon/adt7411.c=
ADT7316 :: drivers/staging/iio/addac/adt7316.c=drivers/staging/iio/addac/adt7316.h=
HW_RANDOM_PPC4XX :: drivers/char/hw_random/ppc4xx-rng.c=
MACH_RD88F6183AP_GE :: arch/arm/mach-orion5x/rd88f6183ap-ge-setup.c=
LOGO_SUPERH_CLUT224 :: drivers/video/logo/logo_superh_clut224.ppm=
SCSI_7000FASST :: drivers/scsi/wd7000.c=
STUB_POULSBO :: drivers/gpu/stub/poulsbo.c=
HISAX_TELES_CS :: drivers/isdn/hisax/teles_cs.c=
ATH79_DEV_SPI :: arch/mips/ath79/dev-spi.c=arch/mips/ath79/dev-spi.h=
AF_RXRPC :: rxrpc/=net/rxrpc/af_rxrpc.c=net/rxrpc/ar-accept.c=net/rxrpc/ar-ack.c=net/rxrpc/ar-call.c=net/rxrpc/ar-connection.c=net/rxrpc/ar-connevent.c=net/rxrpc/ar-error.c=net/rxrpc/ar-input.c=net/rxrpc/ar-key.c=net/rxrpc/ar-local.c=net/rxrpc/ar-output.c=net/rxrpc/ar-peer.c=net/rxrpc/ar-recvmsg.c=net/rxrpc/ar-security.c=net/rxrpc/ar-skbuff.c=net/rxrpc/ar-transport.c=net/rxrpc/ar-proc.c=
I2C_HYDRA :: drivers/i2c/busses/i2c-hydra.c=
CPU_ABRT_EV4T :: arch/arm/mm/abort-ev4t.S=
KEYBOARD_MAPLE :: drivers/input/keyboard/maple_keyb.c=
NETFILTER_XT_MATCH_SOCKET :: net/netfilter/xt_socket.c=
X86_MSR :: arch/x86/kernel/msr.c=
ADT7310 :: drivers/staging/iio/adc/adt7310.c=
MTD_SCB2_FLASH :: drivers/mtd/maps/scb2_flash.c=
MACH_NURI :: arch/arm/mach-exynos/mach-nuri.c=
DW_WATCHDOG :: drivers/watchdog/dw_wdt.c=
SND_OMAP_SOC_OMAP4_HDMI :: sound/soc/omap/omap4-hdmi-card.c=
FB_APOLLO :: drivers/video/dnfb.c=
P54_SPI :: drivers/net/wireless/p54/p54spi.c=drivers/net/wireless/p54/p54spi.h=
TANBAC_TB0287 :: arch/mips/pci/fixup-tb0287.c=
MVIAC3_2 :: 
SENSORS_AMS_I2C :: drivers/macintosh/ams/ams-i2c.c=
ALI_FIR :: drivers/net/irda/ali-ircc.c=drivers/net/irda/ali-ircc.h=
TCP_CONG_VENO :: net/ipv4/tcp_veno.c=
RTC_DRV_RS5C313 :: drivers/rtc/rtc-rs5c313.c=
VIDEO_CX231XX_ALSA :: drivers/media/video/cx231xx/cx231xx-audio.c=
MACH_NEOCORE926 :: arch/arm/mach-at91/board-neocore926.c=
SPI_PL022 :: arch/arm/mach-u300/spi.c=arch/arm/mach-u300/spi.h=drivers/spi/spi-pl022.c=
NETFILTER_XT_MATCH_DEVGROUP :: net/netfilter/xt_devgroup.c=
BT_HIDP :: net/bluetooth/hidp/core.c=net/bluetooth/hidp/sock.c=hidp/=
INPUT_MOUSE :: mouse/=
FB_RADEON :: drivers/video/aty/radeon_base.c=drivers/video/aty/radeon_pm.c=drivers/video/aty/radeon_monitor.c=drivers/video/aty/radeon_accel.c=aty/=
MAC8390 :: drivers/net/ethernet/8390/mac8390.c=
SH_7780_SOLUTION_ENGINE :: 7780/=arch/sh/drivers/pci/fixups-sdk7780.c=
MMC_SDHI :: drivers/mmc/host/tmio_mmc_dma.c=drivers/mmc/host/sh_mobile_sdhi.c=
IPV6_MROUTE :: net/ipv6/ip6mr.c=
ACTISYS_DONGLE :: drivers/net/irda/actisys-sir.c=
MACH_W90P910EVB :: arch/arm/mach-w90x900/mach-nuc910evb.c=
MACH_ARMCORE :: arch/arm/mach-pxa/cm-x2xx.c=arch/arm/mach-pxa/cm-x255.c=arch/arm/mach-pxa/cm-x270.c=arch/arm/mach-pxa/cm-x2xx-pci.c=arch/arm/mach-pxa/cm-x2xx-pci.h=drivers/pcmcia/pxa2xx_cm_x2xx.c=drivers/pcmcia/pxa2xx_cm_x255.c=drivers/pcmcia/pxa2xx_cm_x270.c=
PCIEAER_INJECT :: drivers/pci/pcie/aer/aer_inject.c=
MAC80211_RC_MINSTREL :: 
RTC_DRV_RS5C348 :: drivers/rtc/rtc-rs5c348.c=
APDS9802ALS :: drivers/misc/apds9802als.c=
USB_GADGETFS :: drivers/usb/gadget/inode.c=
PCI_ATMEL :: drivers/net/wireless/atmel_pci.c=
CPU_SH4A :: sh4a/=
HP_ILO :: drivers/misc/hpilo.c=drivers/misc/hpilo.h=
PPS_DEBUG :: 
CRYPTO_MD5 :: crypto/md5.c=
TOUCHSCREEN_BU21013 :: drivers/input/touchscreen/bu21013_ts.c=
PPC64 :: arch/powerpc/kernel/entry_64.S=arch/powerpc/kernel/rtas_pci.c=arch/powerpc/kernel/setup_64.c=arch/powerpc/kernel/sys_ppc32.c=arch/powerpc/kernel/signal_64.c=arch/powerpc/kernel/ptrace32.c=arch/powerpc/kernel/paca.c=arch/powerpc/kernel/nvram_64.c=arch/powerpc/kernel/firmware.c=vdso64/=arch/powerpc/kernel/dma-iommu.c=arch/powerpc/kernel/iommu.c=arch/powerpc/kernel/pci_dn.c=arch/powerpc/kernel/isa-bridge.c=arch/powerpc/lib/locks.c=arch/powerpc/lib/copypage_64.S=arch/powerpc/lib/copyuser_64.S=arch/powerpc/lib/memcpy_64.S=arch/powerpc/lib/usercopy_64.c=arch/powerpc/lib/mem_64.S=arch/powerpc/lib/string.S=arch/powerpc/lib/checksum_wrappers_64.c=arch/powerpc/lib/hweight_64.S=arch/powerpc/mm/mmap_64.c=arch/powerpc/platforms/powermac/nvram.c=drivers/infiniband/hw/ipath/ipath_wc_ppc64.c=drivers/infiniband/hw/qib/qib_wc_ppc64.c=
PATA_SIL680 :: drivers/ata/pata_sil680.c=
BSD_PROCESS_ACCT :: kernel/acct.c=
KMETER1 :: arch/powerpc/platforms/83xx/km83xx.c=
AB3100_CORE :: drivers/mfd/ab3100-core.c=
CEVT_TXX9 :: arch/mips/kernel/cevt-txx9.c=
IP6_NF_MATCH_OPTS :: net/ipv6/netfilter/ip6t_hbh.c=
PCH_PHUB :: drivers/misc/pch_phub.c=
RAW_DRIVER :: drivers/char/raw.c=
MPC830x_RDB :: arch/powerpc/platforms/83xx/mpc830x_rdb.c=
CNIC :: drivers/net/ethernet/broadcom/cnic.c=drivers/net/ethernet/broadcom/cnic.h=
APPLDATA_MEM :: arch/s390/appldata/appldata_mem.c=
MN10300_CACHE_FLUSH_BY_TAG :: arch/mn10300/mm/cache-flush-by-tag.S=
NET_VENDOR_TOSHIBA :: toshiba/=
SENSORS_ADS1015 :: drivers/hwmon/ads1015.c=
SERIAL_OF_PLATFORM :: drivers/tty/serial/of_serial.c=
SAMSUNG_IRQ_VIC_TIMER :: arch/arm/plat-samsung/irq-vic-timer.c=
MFD_OMAP_USB_HOST :: drivers/mfd/omap-usb-host.c=
MXM_WMI :: drivers/platform/x86/mxm-wmi.c=
CPU_SH2A :: arch/sh/mm/cache-sh2a.c=
USB_MUSB_BLACKFIN :: drivers/usb/musb/blackfin.c=drivers/usb/musb/blackfin.h=
PPC_BOOK3E_MMU :: arch/powerpc/mm/hugetlbpage-book3e.c=
ETRAX_DS1302 :: arch/cris/arch-v10/drivers/ds1302.c=
SND_PCSP :: sound/drivers/pcsp/pcsp.c=sound/drivers/pcsp/pcsp.h=sound/drivers/pcsp/pcsp_lib.c=sound/drivers/pcsp/pcsp_mixer.c=sound/drivers/pcsp/pcsp_input.c=sound/drivers/pcsp/pcsp_input.h=
CRASH_DUMP :: arch/arm/kernel/crash_dump.c=arch/ia64/kernel/crash_dump.c=arch/powerpc/kernel/crash_dump.c=arch/s390/kernel/crash_dump.c=arch/sh/kernel/crash_dump.c=kernel/crash_dump.c=
NETFILTER :: netfilter/=net/ipv4/netfilter.c=netfilter/=netfilter/=net/ipv6/netfilter.c=netfilter/=
B43_PHY_HT :: drivers/net/wireless/b43/phy_ht.c=drivers/net/wireless/b43/phy_ht.h=drivers/net/wireless/b43/tables_phy_ht.c=drivers/net/wireless/b43/tables_phy_ht.h=drivers/net/wireless/b43/radio_2059.c=drivers/net/wireless/b43/radio_2059.h=
SATA_SIL :: drivers/ata/sata_sil.c=
8xxx_WDT :: drivers/watchdog/mpc8xxx_wdt.c=
GPIO_TXX9 :: arch/mips/kernel/gpio_txx9.c=
DMASOUND_Q40 :: sound/oss/dmasound/dmasound_core.c=sound/oss/dmasound/dmasound_q40.c=
SATA_SIS :: drivers/ata/sata_sis.c=
HID_TWINHAN :: drivers/hid/hid-twinhan.c=
TABLET_USB_WACOM :: drivers/input/tablet/wacom_wac.c=drivers/input/tablet/wacom_wac.h=drivers/input/tablet/wacom_sys.c=
SCSI_DH_ALUA :: drivers/scsi/device_handler/scsi_dh_alua.c=
USB_MOUSE :: usbhid/=drivers/hid/usbhid/usbmouse.c=
SBC7240_WDT :: drivers/watchdog/sbc7240_wdt.c=
CPU_ARM926T :: arch/arm/mm/proc-arm926.S=
NETFILTER_XT_MATCH_MULTIPORT :: net/netfilter/xt_multiport.c=
USB_RIO500 :: drivers/usb/misc/rio500.c=
PATA_BF54X :: drivers/ata/pata_bf54x.c=
IOREMAP_FIXED :: arch/sh/mm/ioremap_fixed.c=
CHIP_VDEC2 :: 
RADIO_ZOLTRIX :: drivers/media/radio/radio-zoltrix.c=
SND_TRIDENT :: sound/pci/trident/trident.c=sound/pci/trident/trident_main.c=sound/pci/trident/trident_memory.c=sound/synth/util_mem.c=
SND_SOC_AK4535 :: sound/soc/codecs/ak4535.c=sound/soc/codecs/ak4535.h=
USB_G_DBGP :: drivers/usb/gadget/dbgp.c=
MACH_SMDK6440 :: arch/arm/mach-s5p64x0/mach-smdk6440.c=
MACH_CPU9260 :: arch/arm/mach-at91/board-cpu9krea.c=
PLAT_VERSATILE_CLCD :: arch/arm/plat-versatile/clcd.c=
VIDEO_PXA27x :: drivers/media/video/pxa_camera.c=
RTC_DRV_RS5C372 :: drivers/rtc/rtc-rs5c372.c=
SND_JAZZ16 :: sound/isa/sb/jazz16.c=
MN10300_CACHE_FLUSH_ICACHE :: arch/mn10300/mm/cache-flush-icache.c=
SCSI_CUMANA_1 :: drivers/scsi/arm/cumana_1.c=
SCSI_CUMANA_2 :: drivers/scsi/arm/cumana_2.c=drivers/scsi/arm/fas216.c=drivers/scsi/arm/fas216.h=drivers/scsi/arm/queue.c=drivers/scsi/arm/queue.h=drivers/scsi/arm/msgqueue.c=drivers/scsi/arm/msgqueue.h=
CPU_S3C244X :: arch/arm/mach-s3c2440/s3c244x.c=arch/arm/mach-s3c2440/s3c244x-irq.c=arch/arm/mach-s3c2440/s3c244x-clock.c=
PLAT_MAPPI3 :: mappi3/=
PLAT_MAPPI2 :: mappi2/=
FB_OLPC_DCON_1 :: drivers/staging/olpc_dcon/olpc_dcon_xo_1.c=
CPU_ARM925T :: arch/arm/mm/proc-arm925.S=
SND_PXA2XX_SOC_HX4700 :: sound/soc/pxa/hx4700.c=
SND_OMAP_SOC_IGEP0020 :: sound/soc/omap/igep0020.c=
SONYPI :: drivers/char/sonypi.c=
CPU_S3C2442 :: arch/arm/mach-s3c2440/s3c2442.c=
CPU_S3C2443 :: arch/arm/mach-s3c2443/s3c2443.c=arch/arm/mach-s3c2443/irq.c=arch/arm/mach-s3c2443/clock.c=
CPU_S3C2440 :: arch/arm/mach-s3c2440/s3c2440.c=arch/arm/mach-s3c2440/dsc.c=arch/arm/mach-s3c2440/irq.c=arch/arm/mach-s3c2440/clock.c=
IBM_RTL :: drivers/platform/x86/ibm_rtl.c=
DASD_FBA :: drivers/s390/block/dasd_fba.c=drivers/s390/block/dasd_fba.h=
INFINIBAND_IPOIB :: ulp/ipoib/=drivers/infiniband/ulp/ipoib/ipoib_main.c=drivers/infiniband/ulp/ipoib/ipoib_ib.c=drivers/infiniband/ulp/ipoib/ipoib_multicast.c=drivers/infiniband/ulp/ipoib/ipoib_verbs.c=drivers/infiniband/ulp/ipoib/ipoib_vlan.c=drivers/infiniband/ulp/ipoib/ipoib_ethtool.c=
ZCACHE :: zcache/=drivers/staging/zcache/zcache-main.c=drivers/staging/zcache/tmem.c=drivers/staging/zcache/tmem.h=
STACK_TRACER :: kernel/trace/trace_stack.c=
MB93093_PDK :: arch/frv/kernel/pm-mb93093.c=
MACH_JZ4740 :: jz4740/=
RT2X00_LIB_DEBUGFS :: drivers/net/wireless/rt2x00/rt2x00debug.c=drivers/net/wireless/rt2x00/rt2x00debug.h=
MACH_INTELMOTE2 :: arch/arm/mach-pxa/stargate2.c=
NSC_FIR :: drivers/net/irda/nsc-ircc.c=drivers/net/irda/nsc-ircc.h=
RING_BUFFER :: trace/=kernel/trace/ring_buffer.c=
DRM_SIS :: sis/=drivers/gpu/drm/sis/sis_drv.c=drivers/gpu/drm/sis/sis_drv.h=drivers/gpu/drm/sis/sis_mm.c=
FB_OMAP2 :: omapfb/=drivers/video/omap2/omapfb/omapfb-main.c=drivers/video/omap2/omapfb/omapfb-sysfs.c=drivers/video/omap2/omapfb/omapfb-ioctl.c=
MMC_SDHCI_S3C :: drivers/mmc/host/sdhci-s3c.c=
M586MMX :: 
SERIO_PS2MULT :: drivers/input/serio/ps2mult.c=
NMI_DEBUGGING :: arch/avr32/kernel/nmi_debug.c=
HW_RANDOM :: drivers/char/hw_random/core.c=hw_random/=
ARCH_PUV3 :: arch/unicore32/kernel/clock.c=arch/unicore32/kernel/irq.c=arch/unicore32/kernel/time.c=arch/unicore32/kernel/puv3-core.c=
TEXTSEARCH :: lib/textsearch.c=
BLK_CGROUP :: block/blk-cgroup.c=block/blk-cgroup.h=
PPC_CLOCK :: arch/powerpc/kernel/clock.c=
USB_GADGET_DEBUG :: 
MACH_TAVOREVB :: arch/arm/mach-mmp/tavorevb.c=arch/arm/mach-pxa/tavorevb.c=
HID_SONY :: drivers/hid/hid-sony.c=
HWSPINLOCK_OMAP :: drivers/hwspinlock/omap_hwspinlock.c=
W83697UG_WDT :: drivers/watchdog/w83697ug_wdt.c=
USB_SERIAL_XIRCOM :: drivers/usb/serial/keyspan_pda.c=
ECHO :: drivers/staging/echo/echo.c=drivers/staging/echo/echo.h=echo/=
PATA_RB532 :: drivers/ata/pata_rb532_cf.c=
WINDFARM :: drivers/macintosh/windfarm_core.c=
MACH_SMDK6450 :: arch/arm/mach-s5p64x0/mach-smdk6450.c=
SND_PXA2XX_SOC_SPITZ :: sound/soc/pxa/spitz.c=
PARIDE_COMM :: drivers/block/paride/comm.c=
FUJITSU_MB93493 :: arch/frv/kernel/irq-mb93493.c=
DEBUG_NX_TEST :: arch/x86/kernel/test_nx.c=
B43_PHY_LP :: drivers/net/wireless/b43/phy_lp.c=drivers/net/wireless/b43/phy_lp.h=drivers/net/wireless/b43/tables_lpphy.c=drivers/net/wireless/b43/tables_lpphy.h=
COMEDI_NI_LABPC :: drivers/staging/comedi/drivers/ni_labpc.c=drivers/staging/comedi/drivers/ni_labpc.h=
SUN_LDOMS :: arch/sparc/kernel/ldc.c=arch/sparc/kernel/vio.c=arch/sparc/kernel/viohs.c=arch/sparc/kernel/ds.c=
SND_SOC_TEGRA :: sound/soc/tegra/tegra_pcm.c=sound/soc/tegra/tegra_pcm.h=sound/soc/tegra/tegra_das.c=sound/soc/tegra/tegra_das.h=sound/soc/tegra/tegra_asoc_utils.c=sound/soc/tegra/tegra_asoc_utils.h=
CPU_H8300H :: 
CPU_ARM710 :: arch/arm/mm/proc-arm6_7.S=
RADIO_TIMBERDALE :: drivers/media/radio/radio-timb.c=
HIPPI :: hippi/=net/802/hippi.c=
REGULATOR_WM8994 :: drivers/regulator/wm8994-regulator.c=
FB_S3C :: drivers/video/s3c-fb.c=
ARCH_EP93XX :: 
PLAT_USRV :: usrv/=
FUNCTION_TRACER :: arch/blackfin/kernel/ftrace-entry.S=arch/microblaze/kernel/ftrace.c=arch/microblaze/kernel/mcount.S=arch/mips/kernel/mcount.S=arch/mips/kernel/ftrace.c=arch/parisc/kernel/ftrace.c=trace/=kernel/trace/trace_functions.c=kernel/trace/ftrace.c=kernel/trace/trace_selftest_dynamic.c=
CBE_CPUFREQ_PMI :: arch/powerpc/platforms/cell/cbe_cpufreq_pmi.c=
BRIDGE_EBT_ULOG :: net/bridge/netfilter/ebt_ulog.c=
MOUSE_ATARI :: drivers/input/mouse/atarimouse.c=
DEBUG_KOBJECT :: 
VIDEO_AU0828 :: drivers/media/video/au0828/au0828-core.c=drivers/media/video/au0828/au0828-i2c.c=drivers/media/video/au0828/au0828-cards.c=drivers/media/video/au0828/au0828-cards.h=drivers/media/video/au0828/au0828-dvb.c=drivers/media/video/au0828/au0828-video.c=drivers/media/video/au0828/au0828-vbi.c=au0828/=
RT2500USB :: drivers/net/wireless/rt2x00/rt2500usb.c=drivers/net/wireless/rt2x00/rt2500usb.h=
SND_AU8810 :: sound/pci/au88x0/au8810.c=sound/pci/au88x0/au8810.h=
CPU_S3C2416 :: arch/arm/mach-s3c2416/s3c2416.c=arch/arm/mach-s3c2416/clock.c=arch/arm/mach-s3c2416/irq.c=
PNP :: pnp/=
CPU_S3C2412 :: arch/arm/mach-s3c2412/s3c2412.c=arch/arm/mach-s3c2412/irq.c=arch/arm/mach-s3c2412/clock.c=
CPU_S3C2410 :: arch/arm/mach-s3c2410/s3c2410.c=
BLK_DEV_DM :: drivers/md/dm.c=drivers/md/dm.h=drivers/md/dm-table.c=drivers/md/dm-target.c=drivers/md/dm-linear.c=drivers/md/dm-stripe.c=drivers/md/dm-ioctl.c=drivers/md/dm-io.c=drivers/md/dm-kcopyd.c=drivers/md/dm-sysfs.c=
INTEL_SCU_IPC :: drivers/platform/x86/intel_scu_ipc.c=
PNPACPI :: pnpacpi/=
SND_SOC_PCM_SH7760 :: sound/soc/sh/dma-sh7760.c=
CAN_DEV :: drivers/net/can/dev.c=
SND_PXA_SOC_SSP :: sound/soc/pxa/pxa-ssp.c=sound/soc/pxa/pxa-ssp.h=
MACH_COLIBRI300 :: arch/arm/mach-pxa/colibri-pxa3xx.c=arch/arm/mach-pxa/colibri-pxa300.c=
MTD_NAND_DAVINCI :: drivers/mtd/nand/davinci_nand.c=
SUPERH :: sh/=drivers/pci/setup-bus.c=drivers/pci/setup-irq.c=drivers/sh/pm_runtime.c=
I2O_PROC :: drivers/message/i2o/i2o_proc.c=
SND_AU8820 :: sound/pci/au88x0/au8820.c=sound/pci/au88x0/au8820.h=
IP_NF_TARGET_NETMAP :: net/ipv4/netfilter/ipt_NETMAP.c=
INPUT_TOUCHSCREEN :: touchscreen/=
MACH_TRIMSLICE :: arch/arm/mach-tegra/board-trimslice.c=arch/arm/mach-tegra/board-trimslice.h=arch/arm/mach-tegra/board-trimslice-pinmux.c=
SND_SOC_MX27VIS_AIC32X4 :: sound/soc/imx/mx27vis-aic32x4.c=
USB_SERIAL_CH341 :: drivers/usb/serial/ch341.c=
USB_MUSB_DA8XX :: drivers/usb/musb/da8xx.c=
HID_MULTITOUCH :: drivers/hid/hid-multitouch.c=
CRYPTO_LZO :: crypto/lzo.c=
KEYBOARD_GPIO_POLLED :: drivers/input/keyboard/gpio_keys_polled.c=
MTD_SWAP :: drivers/mtd/mtdswap.c=
SOC_CAMERA_OV5642 :: drivers/media/video/ov5642.c=
AINTC :: arch/arm/mach-davinci/irq.c=
SND_AU8830 :: sound/pci/au88x0/au8830.c=sound/pci/au88x0/au8830.h=
SND_HDA_CODEC_VIA :: sound/pci/hda/patch_via.c=
PPS :: pps/=drivers/pps/pps.c=drivers/pps/kapi.c=drivers/pps/sysfs.c=
I2C_ISCH :: drivers/i2c/busses/i2c-isch.c=
RTC_DRV_DAVINCI :: drivers/rtc/rtc-davinci.c=
MYRI_SBUS :: 
PPP :: ppp/=drivers/net/ppp/ppp_generic.c=
USB_LANGWELL_OTG :: drivers/usb/otg/langwell_otg.c=
MGEODEGX1 :: 
SEALEVEL_4021 :: 
KATMAI :: 
PPC :: drivers/pci/setup-bus.c=
MACH_D2NET :: arch/arm/mach-orion5x/d2net-setup.c=
S3C2410_PM :: arch/arm/mach-s3c2410/pm.c=arch/arm/mach-s3c2410/sleep.S=
MMC_USHC :: drivers/mmc/host/ushc.c=
SYSCTL :: arch/frv/kernel/sysctl.c=drivers/scsi/scsi_sysctl.c=fs/nfs/sysctl.c=fs/xfs/xfs_sysctl.c=fs/xfs/xfs_sysctl.h=kernel/utsname_sysctl.c=net/appletalk/sysctl_net_atalk.c=net/ax25/sysctl_net_ax25.c=net/core/sysctl_net_core.c=net/dccp/sysctl.c=net/ipv4/sysctl_net_ipv4.c=net/ipx/sysctl_net_ipx.c=net/irda/irsysctl.c=net/llc/sysctl_net_llc.c=net/sysctl_net.c=net/netrom/sysctl_net_netrom.c=net/rose/sysctl_net_rose.c=net/sctp/sysctl.c=net/sunrpc/sysctl.c=net/unix/sysctl_net_unix.c=net/x25/sysctl_net_x25.c=security/keys/sysctl.c=
